Alarme;Alarmes Janson Inc.;;450-654-3111;;;263, boul. Brien #201;Repentigny;Québec;J6A 6S4;;;8002-3625-76;
Gicleurs;Alco Trepco;Pierre Bazinet poste 235;450-973-1220;;450-973-1620;4170, boul. St-Elzéar Ouest;Laval;Québec;H7P 4J4;;www.alcotrepco.ca;;
Couvre-planchers;Alfred Céramique;Alfred Massicotte;450-752-2607;;450-759-8906;360, Saint-Charles-Borromée Nord;Joliette;Québec;J6E 4R7;ceramiquealfred@bellnet.ca;;2949-5314-38;Céramique seulement
Démolition;Algon Isolation (2000) inc. ;René Lemire;450-661-3472;;450-661-3508;4800 Bernard-Lefebvre;Laval;Québec;H7C 0A5;administration@algon2000.com;;3090-9139-84;
Portes et fenêtres;Altek;;418-774-2580;;418-774-5356;200-B, 34e rue;Notre Dame-des-Pin;Québec;G0M 1K0;reception@fenetresaltek.com;;;OMH Rawdon
Équipement;Aluflex Sport;;418-841-3555;;418-841-1559;555, rue de l'Argon;Québec;Québec;G2N 2G7;aluflexsports@gmail.com;;;Équipement sportif (École Joliette)
Revêtement extérieur;Aluminium André Gagnon inc. ;André Gagnon;450-439-3324;;450-439-1450;1225, route 158;St-Lin-Laurentides;Québec;J5M 1Y7;andregagnon@aluminiumandregagnon.ca    ;;1935-9892-02;
Revêtement extérieur;Aluminium Nord-Sud;;450-439-0116;;;411, St-Isidore;Saint-Lin-Laurentides;Québec;J5M 2V1;daniel.nordsud@videotron.ca;www.aluminiumnordsud.ca;;
Revêtement extérieur;Aluminium Réjean Forget inc.;;450-756-1891;;450-756-1782;282 rue Lavaltrie Nord;Joliette;Québec;J6E 5W7;daniel@aluminiumrejeanforget.com;;2250-2611-00;
Électricité;AMF, Entrepreneur Électricien;Sylvain Michaud;514-946-4798;;450-589-7856;;;Québec;;amichaudetfils@msn.com;amfinc@sympatico.ca;;
Démolition;Amiante Proconsult inc.;Naguib Doumandji;450-928-0573;514-992-2717;450-928-2063;964-B rue Saint-Laurent Ouest;Longueuil;Québec;J4K 1C6;;;;
Lettrage;Amtech Design;Alain Morin;450-759-0955;;450-752-0955;276-B, Richard;Joliette;Québec;J6E 2S6;amtech@bellnet.ca;;;
Fondations ;André Beauséjour;Marco Beauséjour;450-753-3388;450-803-3473;;3151 Visitation;St-Ambroise-de-Kildare;Québec;J0K 1C0;coffrageabeausejour@hotmail.com ;;;
Expert en sinistre;André Yergeau et Associés;Eric Plante;450-759-4558;;450-759-2386;740, boul. Base-de-Roc;Joliette;Québec;J6E 5P7;;;;
Publicité;Annonces classées - Journal L'Action;;1-866-637-5236;;;;;Québec;;annoncesclassees@transcontinental.ca;;;
Association;APCHQ Joliette;Pierre Lambert;450-759-8559;;;250, St-Charles-Borromée Nord;Joliette;Québec;J6E 4R7;;;;
Imperméabilisation;Aquafuge Fondation inc.;;514-956-0203;;514-956-1151;2765 De Miniac;St-Laurent;Québec;H4S 1E5;aquafuge@bellnet.ca;;;
Architecture;Arcand-Laporte Architectes;Tom  téléphone: 107;450-756-1112;;450-752-1966;367, St-Louis;Joliette;Québec;J6E 2Y5;laporte@arcand-laporte.ca;;;
Matériaux ;Arcopel;Réal Desfossés;1-888-272-6735;514-207-8013;514-355-1293;11201, rue Mirabeau;Anjou;Québec;H1J 2S2;info@arcopel.com ;;;
Acier d'armature;Armaco (1993) inc.;Jean-Sébastien Laporte;450-692-1771;;450-692-7302;825, boulevard Ford;Châteauguay;Québec;J6J 4Z2;jslaporte@armaco.ca;;3088-3375-43;
Matériaux-bois;Armand Malo inc.;Frédéric Malo;450-889-2478;;450-889-5769;1540, rg du Domaine;Ste-Mélanie;Québec;J0K 3A0;;;;
Ébénisterie;Armoires HD;Christian Harnois;450-365-7717;;;;ST-Thomas;Québec;;harnois20@hotmail.com;;;Résidentiel et commercial (nouveau printemps 2012)
Démolition;Artec Environnement;Pedro Barcena;888-592-8585;;450-492-8384;1380, Grande Allée, #1;Lachenaie;Québec;J6W 4M3;info@artecenv.com;;;
Ascenseurs;Ascenseurs Innovatec;Sylvain Faust;450-589-2442;888-879-0550;450-589-1281;912, Route 341;L'Assomption;Québec;J5W 2W2;reception@ascenseurs-innovatec.com;;;
Ascenseurs;Ascenseurs Lumar inc.;Luc Marion;450-889-2505;;450-889-2206;3401 Rang Ste-Anne;St-Norbert;Québec;J0K 3C0;lmarion@ascenseurslumar.ca;;8004-2609-67;
Ascenseurs;Ascenseurs Néoservices inc.;Pierre-Luc Miron;514-772-6367;;450-657-5888;;;Québec;;pl_miron@hotmail.com;www.neoservices.biz;8331-5945-31;
Ascenseurs;Ascenseurs Supérieur inc.;Neil O'Connor;450-492-0968;;450-492-5135;1029A rue Viger;Lachenaie;Québec;J6E 6B6;asc.superieur@videotron.ca;;3096-7624-60;
Association;ASP Construction;Jacques Plante,  poste #312;1-800-361-2061;;514-355-7861;7905, boul. Louis-H-Lafontaine   bureau 301;Anjou;Québec;H1K 4E4;;;;
Métaux ouvrés;Atelier d'usinage Rive-Sud;Jean-Jacques Richard;819-293-6114;;819-293-6114;20, Marie-Victorin;Nicolet;Québec;J3T 1T5;atrsinc@cgocable.ca;;;École Joliette
Ébénisterie;Atelier nouveau décor;Marco Leblanc (Vincent Charest);1-877-586-2392;Vincent poste 30;450-586-2394;2400 Chemin Georges;Lavaltrie;Québec;J5T 3S5;v.charest@ateliernouveaudecor.ca;;2645-1864-63;
Peinture ;Atelier Pro-Gun;;450-756-2382;;450-756-1218;64, route 158;St-Thomas;Québec;J0K 3L0;question@atelierprogun.com;;;
Sablage au jet;Ateliers Pro-gun;;450-756-2382;;450-756-1218;64, route 158;Saint-Thomas;Québec;J0K 3L0;question@atelierprogun.com ;www.atelierprogun.com;;
Abris / Auvents;AuVent J-D;Jean-David McClish (proprio);450-754-2051;;;326 boul. Brassard;St-Paul de Joliette;Québec;;auventjd@videotron.ca;;;
Abris / Auvents;Auvents Bellon inc.;Marc Pruneau;514-526-0894;;514-252-1051;5598 rue Hochelaga;Montréal;Québec;H1N 3L7;;;;
Peinture ;Avalex (9110-9967 Qc inc.);;418-554-3871;;;1764, chemin de la Grande-Ligne;Québec;Québec;G2N 2L6;;;8276-7252-12;
Ébénisterie;Avivia;André Baril;418-365-7821;418-365-8658;418-365-7915;20 Route Goulet;Proulxville;Québec;G0X 2B0;abaril@avivia.ca;;;
Abris / Auvents;Basch;;450-839-6229;;450-839-2567;20 Route 125;St-Esprit;Québec;J0K 2L0;;;;
Ameublement de laboratoires;Bedcolab Ltd;Geneviève Paquin;514-384-2820;;514-384-9210;2305, Francis Hughes;Laval;Québec;H7S 1N5;;;8267-9168-47;
Gaz propane;Bell Gaz ltée;Michel Belleville;1-800-361-5598;803-0082;450-889-8179;5300, ch. St-Gabriel, CP 2999;St-Félix de Valois;Québec;J0K 2M0;;;;
Toiture;Bellemare couverture;André Boucher;450-759-4933;;450-759-8705;1044, boul. Raoul-Charrette;Joliette;Québec;J6E 8S6;bellemare@b2b2c.ca;;1850-3557-97;Sous-traitant habituel job commerciales
Architecture;Bergeron - Thouin, Architectes;Dany Bergeron;450-585-7150;;450-585-7154;275B rue Paradis, bureau 200;Repentigny;Québec;J6A 8H2;dbergeron@btarchitectes.ca;;;
Architecture;Bernard Clavel;;450-759-0841;;;;;Québec;;;;;
Béton préfabriqué;Béton Préfabriqué Du Lac (BPDL);;800-463-9816;;;890 rue Des Pins Ouest;Alma;Québec;;;;;
Ascenseurs-lève-personnes;BHM médical inc.;Daniel Ross;1-800-868-0441;;819-868-2249;2001, rue Tanguay;Magog;Québec;J1X 5Y5;;;;
Transport;Boisjoli Transport;Daniel;450-755-3957;;450-755-3959;1150 Raoul Charette;Joliette;Québec;;;;;
Avocat;Boivin et Associés, services juridiques;+;514-353-9960, poste113;;514-353-6531;7333, Place des Roseraies, bureau 300;Anjou;Québec;H1M 2X6;contact@boivin-associes.ca;;;
Trottoirs et bordures;Bordures de béton David;David Rivest;450-889-4325;450-547-8630;450-889-2325;471 ch. De la rivière l'Assomption;St-Félix de Valois;Québec;J0K 2M0;;;8291-6701-41;
Excavation;Brien LR et fils Ltée;Daniel Brien;450-439-3342;;450-439-6337;859, 12 ème Avenue;St-Lin des Laurentides;Québec;J5M 2W1;;;1240-9744-88;
Électricité;Bruneau Électrique inc.;Jacques Auger / Gabriel Tessier;450-759-6606;;450-759-2653;527 Dollard;Joliette;Québec;J6E 4M5;stephane@bruneauelectrique.com;;2641-8616-41;Commercial
Association;BSDQ;Sylvie Bastrach;450-759-5221;;;960, St-Louis;Joliette;Québec;J6E 3A4;Montréal: Claudette Descarie: 514-355-4115 poste 2235;;;
Cloisons amovibles;Buroplus Martin;Josée Belisle;450-757-7587;;450-757-7589;576, St-Viateur;Joliette;Québec;J6E 3B6;jbelisle@buroplusmartin.ca;;;Distributeur Elvolve de la compagnie Global
Ventilation;BVC ventilation;Bernard Messier;1-866-755-1342;450-803-3585;450-759-6589;2290, Principale  C.P. 194;Ste-Elisabeth;Québec;J0K 2J0;;;;
Excavation;C. Bazinet et fils inc.;Carmin Bazinet;450-833-5298;450-752-7572;450-833-6030;150, Chemin Lac Taureau;St-Michel des Saints;Québec;J0K 3B0;;;;
Quincaillerie ;Canaporte;;450-492-6060;;450-492-4830;1038, rue du Viger;Lachenaie;Québec;J6W 6B9;info@canaporte.com;;;
Abris / Auvents;Canevas St-Antoine;Ronald Péladeau;888-668-9376;;450-438-0866;1415 route158 ;St-Jérôme;Québec;J7Z 7M1;;;;
Quincaillerie;Capsol;Tony Valentino; ;514-444-2341;514-327-7318;8810, rue Champ d'Eau;St-Léonard;Québec;H1P 2Y8;estimation@quinccapsol.com;;;
Couvre-planchers;Carpell Surfaces;Jean-François Daoust;1-866-322-7735;514-219-1325;;745, rue Valdais;Granby;Québec;J2G 1H8;jfdaoust@carpell.com;;;Revêtement ext. Caoutchouc
Couvre-planchers;Carrelage BL inc.;Benoit Laporte;450-588-7048;514-212-4501;450-588-7049;241 Rang Bas L'Achigan;L'Epiphanie;Québec;J5X 2N6;carrelagebl@sympatico.ca;;;
Couvre-planchers;Carrelage JL;Joël Lefebvre;;514-972-0874;450-935-1016;161, Terrasse Charbonneau  C.P. 95;Lavaltrie;Québec;J5T4A9;;;;
Ingénieur;CDR Experts-Conseils (Charland, Dubé, Robillard);Sébastien Antaya;450-585-2070;;450-585-8394;535 Notre-Dame, Bureau 300;Repentigny;Québec;J6A 2T6;cdr@cdrexperts.com;;;
Outillage;CEJ Centre d'outillage;;450-436-8488;450-476-9914;450-436-2528;803, St-Georges;St-Jérôme;Québec;J7L 5E1;;;;
Équipement médicaux;Centre orthopédique  Joly inc.;;450-759-3025;;450-759-8899;985 Papineau;Joliette;Québec;;;;;
Contrôles;Centre Solutions immotique inc.;Gaétan Cuerrier;514-821-7902;;Pas de fax;c.p. 2;Saint-Sauveur;Québec;J0R 1R0;gcuerrier@centre-solutions-immotique.com;www.centre-solutions-immotique.com;2757-1728-60;
Couvre-planchers;Céramique Nick inc.;Gilles Lavoie / Wesley Lord;450-753-4449;G: 450-757-1562 / W: 450-758-9642;;244 Saint-Charles-Borromée Nord;Joliette;Québec;J6E 4R7;wesleylord1@hotmail.com / gilles.lavoie@hotmail.com;;;
Accessoires et cloisons;Champlain métal 2001;Marie-France Larochelle;514-333-7180;;514-333-0038;4022, Chemin Bois Franc;Ville Saint-Laurent;Québec;H4S 1A7;mflarochelle@hotmail.com;;8275-6511-33;
Portes et fenêtres;Charlebois et Fils;Yves Jarry;450-562-3704;;;;;Québec;;yjarry@charleboisetfils.com;;;
Ventilation;Chauffage Air Pur Plus 91 inc.;Claude Houde;514-466-6847;;;180, rue Notre-Dame;Repentigny;Québec;J6A 2P9;;;;
Équipement;Cie Canadienne des tableaux noirs Ltée;Antony Caouette (poste 26);450-632-1660;;450-632-5449;30, Montée des Bouleaux;Saint-Constant;;J5A 1B6;antony.caouette@cctn.com;;;
Finition béton;Ciments JL;Karine Tremblay;450-834-5791;;;5682 route 125;Rawdon;Québec;J0K 1S0;cimentsjl@bellnet.ca;;;
Paysagement;Cité paysagement;Michel Rivest;450-755-4471; ;450-755-4471;855, boul. de l'Industrie;St-Paul de Joliette;Québec;J0K 3E0;ventes@citepaysagement.qc.ca;;;
Système intérieur;CJPJ Constructions Jean-Pierre Jetté inc.;Jean-Pierre Jetté;450-398-0837;;450-398-1460;254, rue Beaudry sud;Joliette;Québec;J6E 6B8;;;5611-2147-01;
Couvre-planchers;Claude Mercier enr.;;;;;15, Dupuis;St-Jacques;Québec;J0K 2R0;;;;
Architecture;Claude Moreau;;450-755-2795;;;44, Louis Bazinet;St-Charles Borromée;Québec;;;;;
Location d'outils;Clément et Frères Ltée;;800-263-2701;;819-228-5816;700 Boul. St-Laurent Ouest;Louiseville;Québec;J5V 1K7;clement@atou.qc.ca;;;
Ébénisterie;Clément Rivest, ébénisterie;;;;;488, Village St-Pierre Nord;Joliette;Québec;J6E 3Z1;;;;
Ventilation;Climatisation Bédard;;450-753-9426;;;304, Boul. de l'Industrie;Joliette;Québec;J6E 8V2;info@cbedard.com;;;
Ventilation;Climatisation Vallée et fils inc.;Guy Lagacé;450-581-4360;;450-581-0943;83, rue Laroche, C.P. 2;Repentigny;Québec;J6A 5H7;g.lagace@cvf.ca;;1316-0221-68;
Ventilation;Clivenco inc.;Daniel Blanchette;418-682-6373;;418-682-6781;1185, rue Philippe-Paradis;Québec;Québec;G1N 4E2;daniel.blanchette@clivenco.com;www.clivenco.com;;École Joliette
Clôtures;Clôtures Avant Garde inc. (Arboit);Martin Verstraete (poste 102);450-589-8484;;450-589-3016;230 rue Arboit;L'Assomption;Québec;J5W 4P5;info@cloturearboit.com;mrobert@cloturearboit.com;;
Clôtures;Clôtures MT inc.;Marc-André Richer;450-834-2417;;450-834-2417;3676, fairway;Rawdon;Québec;J0K 1S0;cloturemt@hotmail.com ;;8102-7161-3;
Fondations ;Coffrages Maxi inc.;Normand Thibodeau;450-588-4384;514-617-6294;450-588-4809;51, Terrasse Vaucluse;L'Assomption;Québec;J5W 4Y3;coffrage.maxi@videotron.ca;http://www.optilog.com/maxi/;2525-1653-51;
Quincaillerie;Colico inc.;;514-640-8926;;514-645-2398;4099 boulevard St-Jean Baptiste;Montréal;Québec;H1B 5V3;colico@qc.aira.com;www.colico.ca;;
Accessoires et cloisons;Cométal;Sylvain Lagarde (poste 3);819-472-3838;;819-472-0390;672 Boul. Lemire, Suite A;Drummondville;Québec;J2C 7W9;sylvain.lagarde@cometal.ca;;1632-4915-18;Mat de drapeau, chasedoors, grille-gratte pied etc.
;Commission Scolaire des Samarres;Marie-Josée Comtois;;;;;;Québec;;marie-josee.comtois@cssamares.qc.ca;;;
Ingénieur;Comtois, Poupart;;450-759-6311;;450-756-4129;280, rue Fabre;Joliette;Québec;J6E 2X7;info@comtoispoupart.com;;;
Ébénisterie;Conception Gérard Champagne;;450-752-0600;;450-752-2667;2227B, route 131;Notre-Dame de Lourdes;Québec;J0K 1K0 ;;;;
Électricité;Constant Malo et Fils;;450-753-5472;;450-755-6090;730 rue Marion;Joliette;Québec;J6E 8S2;constantmaloetfils@videotron.ca;;;Commercial
Amiante;Construction BTU inc.;Benoit Duclos;450-416-4238;514-757-6509;450-416-4239;21, croissant du Roselin;Terrebonne;Québec;J6V 1M2;bduclos@constructionbtu.ca;;5613-5197-01;
Système intérieur;Construction et rénovation G.S.L inc. ;Gilles Lévesque;450-477-2862;514-592-6307;450-477-2862;1101 River;Mascouche;Québec;J7L 1E3;gsl@videotron.ca;;8248-0989-35;
Quincaillerie;Construction et rénovations Vigneron inc. (Installation);Serge Vigneron;514-795-1638;;450-454-6191;114, Petit Rang St-Régis nord;Saint-Constant;Québec;J5A 1K7;serge@crvigneron.com;;;Installation de quincaillerie
Maçonnerie;Construction LNR inc.;Jacques Csukassy;514-324-0909;;514-324-7401;10550, Drapeau;Montréa-Nord;Québec;H1H 5V1;;;;École Joliette
Couvre-planchers;Construction Luc Bourdon;Luc Bourdon;514-238-2484;;;;;Québec;;info@lucbourdonenr.com;www.lucbourdonenr.com ;;
Excavation;Construction Moka inc. (Écoflo);Christian Belhumeur;450-589-6226;;450-589-7482;1200 rue Dusseault;L'Assomption;Québec;J5W 2R9; info@constructionmoka.com;www.constructionmoka.com;1371-7699-15;
Mécanique de procédé;Constructions F.J.L. inc.;François St-Pierre;819-821-4165;;819-821-4645;4455, rue James-Edwards;Sherbrook;;J1L 0B3;francois.st-pierre@bellnet.ca;;;
Quincaillerie;Constructions R. Pétrin &Fils (installation);Serge Petrin;514-642-5331;;514-642-2435;8250, Champ d'Eau;St-Léonard;Québec;H1P 1Y3;sergepetrin65@hotmail.com;;2553-6459-11;Installation de quincaillerie
Conteneurs;Conteneur-recycle;;450-753-3765;;;;;Québec;;;;;
Conteneurs;Conteneurs ATS;;1-866-846-0270;;514-846-0450;6210 C, Notre-Dame Ouest;Montréal;Québec;;;;;
Pellicules vitrage;Contour détour;Éric;450-759-9919;;450-759-9417;71, Bouchard;Notre-Dame-de-Lourde;;J0K 1K0;info@contour-detour.com;;;Réf. Par Denis Champagne (Lafortune) poduite Madico
Ameublement;Corbeil Electroménagers;;450-759-5229;;450-759-2776;95A rue Baby;Joliette;Québec;J6E 2V4;;;;
Toiture;Couverture Montréal Nord Ltée;;514-324-8300;;514-324-9150;8200, Lafrrenaie;St-Léonard;Québec;H1P 2A9;administration@couverturemontrealnord.com;www.couverturemontrealnord.com;1249-9471-48;
Toiture;Couvertures Lachenaie inc.;Josée St-Denis et Alain Moison;450-966-6166;;450-966-6199;1421, De La Gare;Mascouche;Québec;J7K 3G6;info@couvertureslachenaie.com;;;École Joliette
Toiture;Couvertures Victo 2000 inc.;Sébastien Langois (estimateur);819-758-6776;;819-759-5583;400, boul. Labbé Nord;Victoriaville;Québec;G6P 1B2;sebas@couverturesvicto2000.com;www.couverturesvicto2000.com;;École Joliette
Couvre-planchers;Couvre Planchers SLM inc;;450-964-0522;514-237-7086;450-964-4481;2452, rue de L'Île-de-Lys;Terrebonne;Québec;J6W 6H9;sergelevesque@live.ca ;;;
Couvre-planchers;Couvre-planchers Janor inc.;Rejean Philibert;450-625-4040;;450-478-5199;153 Richard;Ste-Anne-des-Plaines;Québec;J0N 1H0;yancpjanor@videotron.ca;;2947-770-93;
Couvre-planchers;Couvre-planchers Joliette inc.; ;450-756-1055;;450-756-8436;297, Antonio-Barrette;Joliette;Québec;J6E 1G1;;;2855-3626-90;
Couvre-planchers;Couvre-planchers Michel Beaudoin;Michel Beaudoin;450-756-9885;;;500, boul. Brassard;St-Paul de Joliette;Québec;J0K 3E0;michel.beaudoin500@videotron.ca ;;;
Couvre-planchers;Couvre-Planchers Michel Desormiers;Michel Desormiers;450-834-1870;514-944-4074;;;;Québec;;micheldesormiers@sympatico.ca;;8248-3033-23;
Toiture;Couvreur Verdun Inc;;514-640-8787;;514-645-3456;12 168, April;Montréal;Québec;H1B 5N5;info@cverdun.com;http://www.cverdun.com;1118-5527-31;
Acier ;Créations Inox;Ralph Mertins;819-322-7604;;819-322-1608;1129, chemin 7ème Rang;Val-David;Québec;J0T 2N0;creationsinox@b2b2c;www.creationinox.com;;
Avocat;Crochetière, Pétrin, Avocats;Alexandre Franco;514-34-54-3645;;514-354-6511;5800, Louis-H-Lafontaine;Anjou;Québec;H1M 1S7;;;;
Syndicat;CSD, bureau de Montréal;Daniel Cadieux;;;514-899-9910;;Montréal;Québec;;;;;
Syndicat;CSD, bureau de St-Jérôme;Daniel Cadieux;450-438-3706;514-977-0463;450-438-4907;;St-Jérôme;Québec;;;;;
Association;CSST  Gabriel Lord;;1-800-461-7873;poste 2685;418-266-4889;530, De L'Atrium bureau R50  CP 1200 Succ. Terminus ;Québec;Québec;G1K 7E2;;;;
Association;CSST Joliette;Francis Bergeron;;;;;;Québec;;francis.bergeron@csst.qc.ca;;;
Peinture;Danro Peinture enr.;Daniel Rooney;450-585-1775;;450-585-3408;651 Providence;Repentigny;Québec;J6A 7G8;danro.peinture@videotron.ca;;;
Électricité;Dawcolectric inc;;514-738-3033;;514-342-0368;8315, ch. Devonshire;Mont-Royal;Québec;H4P 2L1;;www.dawcolectric.com;;École Joliette
Arpenteur;Dazé et Associés;Jacques Drainville;450-831-4830;Tél.#2 450-752-2792;450-831-4684;1700, route 125;Ste-Julienne;Québec;J0K 2T0;info@dazeneveu.ca;;;
Équipement;Delda;Anne-Marie Sauvé;819-752-5551;;819-458-0303;;Victoriaville;Québec;;support@Delta-products.com;;;Tableau de liège (École Joliette)
Démolition;Démolition Urbain;Stéphane Parent;450-831-3747;514-984-3747;450-831-2873;1531, Route 337;Ste-Julienne;Québec;J0K 2T0;demolition.urbain@hotmail.com;;5609-5870-01;
Excavation;Denis Malo et fils;;450-756-4828;;;57, boulevard Brassard;St-Paul de Joliette;Québec;J0K 3E0;info@excavationdenismalo.com;;2539-1947-91;
Électricité;Dépanneur électrique St-Eustache;;450-258-1192;;450-258-3213;99, rue de la Plénitude;Saint-Colomban;Québec;J5K 0A1;;;;École Joliette
Plomberie;Deschênes et fils;;450-759-8880;;450-759-8033;230, boul. de l'Industrie;Joliette;Québec;J6E 8V1;;www.deschene.ca;;
Électricité;Désilets Électrique;Jonathan Désilets;450-752-8809;514-246-6076;;217 Cyrille-Beaudry;St-Paul;Québec;J0K 3E0;;;;
Architecture;Dessins Drummond;;1-800-567-1413;;;2950 Boulevard Lemire;Drummondville;Québec;J2B 7J6;info@dessinsdrummond.com;Lavaltrie: Jonathan fax 819-693-8406;;
Fermes de toit;Dist. Toiture Mauricienne inc.;Jean Ducharme;450-753-7236;;450-753-4588;559, route 131;Notre-Dame-des-Prairies;Québec;J6E 7Y8;jducharme@gdtm.com;;;
Accessoires et cloisons;Distribution Dagil inc.;;514-956-9111;;514-956-9133;3009, Halpern, ;Ville St-Laurent;Québec;H4S 1P5;invitations@sani-tech.ca;www.dagil.qc.ca;8000-2140-38;
Revêtement extérieur;Distribution Michel Lessard inc.;Michel Lessard;819-228-4241;;819-228-2314;50 Grande Carrière;Louiseville;Québec;J5V 2J7;;;;
Équipement;Distribution Sports Loisirs;;418-684-2480 ou 450-621-5600;;418-684-2492;2200, Léon Harmel local 5A;Québec;Québec;G1N 4L2;info@sport.qc.ca;www.sports.qc.ca;;Équipement sportif (École Joliette)
Accessoires et cloisons;Division 9-10;Marc Caron;514-955-7420;;;6881, rue Jarry Est;Saint-Léonard;Québec;H1P 1W7;mcaron@plastruction.com;;;
Promoteur;DMC Consultants;Richard Aubé;450-839-3344;514-347-2725;450-839-3340;4609 Place Raymond;Ste-Julienne;Québec;J0K 2T0;raube_dmc@msn.com;;;
Plans d'évacuation;Dominic Ducharme;Dominic Ducharme;450-961-4642;514-995-7676;450-961-4619;219, Cartier;Lachenaie;Québec;J6W 5X8;d071@sympatico.ca;;;
Électricité ;Donat Piette ;Alain Lozeau;450-753-7565;450-760-8647;450-753-9749;240, St-Charles-Borromée Nord;Joliette;Québec;J6E 4R7;;;;
Matériaux;Dorson Ltée;Richard Massicotte;514-351-0160;514-795-5641;514-351-4103;8551 Boul. Parkway;Montréal;Québec;H1J 1N1;info@dorson.ca;;;
Draperies;Draperies Commerciales A.N inc.;Mathieu Dufresne, estimateur;514-325-2220;;514-325-2230;10 624 Brunet;Montréal;Québec;H1G 5E2;;;;
